Data;Histórico;Fech.;Var.Dia (%);Abertura;Mínimo;Medio;Máximo;Volume;Negócios
22/11/2013;110;110;0,37;109,52;109,52;109,89;110,49;734.934;114
21/11/2013;109,6;109,6;-0,36;110,01;109,51;109,89;110,25;891.175;140
19/11/2013;110;110;0;110,29;109,5;110;110,4;1.975.104;204
18/11/2013;110;110;-0,45;110,5;109,5;110,32;110,89;1.636.892;167
14/11/2013;110,5;110,5;1,28;109,99;109,13;110,08;110,5;1.364.843;155
13/11/2013;109,1;109,1;-1,22;109,94;109,1;109,68;110,35;1.438.132;125
12/11/2013;110,45;110,45;0,96;110;109;109,38;110,45;2.200.927;157
11/11/2013;109,4;109,4;-0,37;109,96;109,31;109,69;110,2;1.409.881;428
08/11/2013;109,81;109,81;-0,17;110,15;109,8;110;110,49;2.792.667;176
07/11/2013;110;110;-0,45;110,6;110;110,27;110,69;1.934.588;115
06/11/2013;110,5;110,5;0,18;110,3;110;110,18;110,6;4.419.584;694
05/11/2013;110,3;110,3;-1,04;111,4;110,3;110,73;111,5;1.938.253;340
04/11/2013;111,46;111,46;0,13;111,51;110,05;111,15;112;1.745.571;235
01/11/2013;111,31;111,31;-0,74;111,99;111,24;111,8;112,01;3.994.301;299
31/10/2013;112,14;112,14;-0,05;112,26;112,12;112,34;112,75;1.293.608;1.909
30/10/2013;112,2;112,2;-0,04;112,25;112;112,29;112,56;1.051.453;104
29/10/2013;112,25;112,25;-0,22;112,5;111,8;112,1;112,99;1.561.933;110
28/10/2013;112,5;112,5;0,67;112;111,7;112,11;113;2.917.894;246
25/10/2013;111,75;111,75;-0,77;112,49;111,75;112,06;112,61;1.843.884;323
24/10/2013;112,62;112,62;0,69;111,83;111,52;111,8;112,62;1.662.737;145
23/10/2013;111,85;111,85;-0,67;112,59;111,54;111,88;112,59;1.664.110;154
22/10/2013;112,6;112,6;0,54;111,41;111,22;112,31;112,89;1.804.730;742
21/10/2013;112;112;0,56;111,4;110,84;111,14;112;2.297.758;159
18/10/2013;111,38;111,38;-0,27;111,5;110,9;111,23;111,69;2.706.223;254
17/10/2013;111,68;111,68;-0,02;111,72;111;111,48;111,91;1.979.142;161
16/10/2013;111,7;111,7;-0,31;112;111,16;111,71;112,09;2.083.532;210
15/10/2013;112,05;112,05;0,45;111,6;111,51;111,84;112,7;1.934.667;237
14/10/2013;111,55;111,55;-0,4;112,02;111,55;111,91;112,47;3.687.740;243
11/10/2013;112;112;-0,03;112,05;112;112,1;112,55;1.245.407;79
10/10/2013;112,03;112,03;-0,32;112,5;111,81;112,12;113;2.278.893;241
09/10/2013;112,39;112,39;-0,09;112,49;111,8;112,39;113,2;1.550.736;380
08/10/2013;112,49;112,49;0,46;111,9;111,5;112,21;113;2.674.599;379
07/10/2013;111,97;111,97;0,48;111;110,73;111,45;111,97;2.256.075;223
